id,date,bedrooms,sqft_lot,price,level
251620110,20140702T000000,4,18362,2288000.0,high level
1225069038,20140505T000000,7,307752,2280000.0,high level
3625049088,20140702T000000,4,18916,2271150.0,high level
8964800445,20150209T000000,3,14872,2260000.0,high level
3262300485,20150421T000000,5,8118,2250000.0,high level
5700003985,20141029T000000,4,8125,2250000.0,high level
5316100980,20150326T000000,3,7200,2250000.0,high level
9831200159,20140806T000000,3,3452,2250000.0,high level
1954700695,20140612T000000,5,9453,2250000.0,high level
4386700135,20141114T000000,4,8036,2250000.0,high level
7855801670,20150401T000000,4,19850,2250000.0,high level
1118001215,20150204T000000,3,8700,2250000.0,high level
5316100920,20140725T000000,3,7800,2250000.0,high level
2524069097,20140509T000000,5,130017,2238890.0,high level
518500460,20141008T000000,3,5634,2230000.0,high level
7936500109,20140725T000000,3,28064,2230000.0,high level
856000635,20150323T000000,4,10800,2225000.0,high level
1333300145,20150304T000000,3,30120,2225000.0,high level
868001435,20150127T000000,3,16740,2225000.0,high level
1973700030,20150429T000000,3,10177,2205000.0,high level
1925069082,20150511T000000,5,22703,2200000.0,high level
2024069008,20140619T000000,5,10450,2200000.0,high level
3629940160,20150311T000000,5,17168,2200000.0,high level
1118001295,20141203T000000,4,11098,2200000.0,high level
824059305,20150108T000000,5,11652,2200000.0,high level
9185700285,20141223T000000,4,7200,2200000.0,high level
2425049061,20140825T000000,3,30456,2200000.0,high level
4045100190,20141027T000000,4,18000,2196000.0,high level
7935000280,20140812T000000,5,35765,2195000.0,high level
1954700610,20141209T000000,3,7108,2193000.0,high level
2525049259,20140812T000000,4,13162,2187730.0,high level
4218400455,20140708T000000,6,11000,2180000.0,high level
6377200010,20141208T000000,4,21701,2175000.0,high level
5553300375,20140820T000000,3,6495,2160000.0,high level
1370800225,20150318T000000,4,6214,2152500.0,high level
685000115,20141007T000000,8,9415,2150000.0,high level
3761700053,20150105T000000,3,9610,2150000.0,high level
5710000005,20140522T000000,4,10320,2150000.0,high level
1959701800,20140702T000000,3,5500,2147500.0,high level
125069038,20141125T000000,4,453895,2140000.0,high level
1338800425,20150304T000000,6,7128,2140000.0,high level
4107100204,20140821T000000,4,17820,2135000.0,high level
3760500336,20141126T000000,4,19513,2125000.0,high level
622049114,20150218T000000,3,24069,2125000.0,high level
6065300330,20140620T000000,3,17833,2110000.0,high level
3025300226,20140515T000000,4,19865,2100000.0,high level
5700003640,20140519T000000,5,10655,2095000.0,high level
3861470110,20140623T000000,4,20377,2075000.0,high level
9533100285,20140630T000000,4,7965,2065000.0,high level
7352200450,20150115T000000,4,19989,2050000.0,high level
7424700045,20150513T000000,5,8480,2050000.0,high level
3505100756,20141106T000000,4,18834,2050000.0,high level
1338300170,20150324T000000,5,8208,2048000.0,high level
46100504,20140617T000000,4,22798,2027000.0,high level
3585901085,20140604T000000,6,28176,2005000.0,high level
2524049318,20140528T000000,4,18000,2000000.0,high level
2524049179,20140826T000000,3,44867,2000000.0,high level
1732800310,20150302T000000,4,4500,2000000.0,high level
2726049034,20141110T000000,3,16387,2000000.0,high level
4131900042,20140516T000000,5,10862,2000000.0,high level
1724069059,20140524T000000,5,4443,2000000.0,high level
3225069241,20150422T000000,3,21064,2000000.0,high level
2424059174,20150508T000000,4,35006,1999950.0,high level
1068000150,20150501T000000,4,7500,1999000.0,high level
2624089007,20150320T000000,2,920423,1998000.0,high level
1346300035,20140626T000000,5,5000,1990000.0,high level
632000065,20140611T000000,3,13500,1989000.0,high level
2311400056,20141201T000000,5,8960,1987500.0,high level
2025059026,20150225T000000,4,44384,1980000.0,high level
1651500040,20140801T000000,4,12081,1980000.0,high level
5017000470,20140710T000000,6,9097,1975000.0,high level
1338600225,20140528T000000,8,6480,1970000.0,high level
824059321,20140602T000000,4,8510,1965220.0,high level
8964800025,20150226T000000,5,13738,1965000.0,high level
2806300065,20150422T000000,4,31353,1960000.0,high level
1923000260,20141015T000000,5,23373,1959000.0,high level
4055701200,20150421T000000,4,7898,1955000.0,high level
3124059023,20150213T000000,3,12566,1955000.0,high level
2525049113,20140725T000000,4,18713,1950000.0,high level
8835800350,20150112T000000,4,167869,1950000.0,high level
1568100920,20150408T000000,4,14554,1950000.0,high level
5486800070,20140620T000000,7,15235,1950000.0,high level
3760500280,20141014T000000,3,12779,1950000.0,high level
2425049107,20150305T000000,4,17424,1950000.0,high level
5493110020,20150116T000000,4,18745,1950000.0,high level
4389201241,20141230T000000,4,6900,1945000.0,high level
9809000020,20150313T000000,5,16672,1940000.0,high level
2626069030,20150209T000000,4,223462,1940000.0,high level
3860900035,20150415T000000,5,16526,1940000.0,high level
8081500060,20141001T000000,4,20296,1928000.0,high level
5700003630,20140630T000000,5,8050,1925000.0,high level
1370802115,20141205T000000,3,6134,1925000.0,high level
1118000080,20150331T000000,4,16101,1925000.0,high level
1630700380,20150130T000000,5,230868,1920000.0,high level
2425049066,20140616T000000,4,34412,1920000.0,high level
1118001560,20140710T000000,4,6833,1910000.0,high level
2540700110,20150212T000000,4,18564,1905000.0,high level
9808700405,20140604T000000,3,13367,1901000.0,high level
3024059014,20150325T000000,4,11489,1900000.0,high level
1525059261,20150505T000000,5,44315,1900000.0,high level
3835500585,20141016T000000,4,12668,1900000.0,high level
357000135,20150218T000000,4,7830,1900000.0,high level
4389201075,20140731T000000,4,13351,1900000.0,high level
4114601580,20140724T000000,6,13237,1900000.0,high level
7767000060,20140912T000000,5,16471,1900000.0,high level
1330300300,20150415T000000,3,8550,1900000.0,high level
3303850330,20141216T000000,4,27755,1900000.0,high level
1727001300,20140609T000000,4,112521,1900000.0,high level
1827200265,20140911T000000,2,32044,1899000.0,high level
2025069140,20150317T000000,3,4334,1898000.0,high level
8085400401,20150115T000000,4,9656,1898000.0,high level
9809000020,20140513T000000,5,16672,1895000.0,high level
249000180,20141201T000000,4,9345,1890000.0,high level
824059042,20140530T000000,5,17935,1886700.0,high level
715010530,20150113T000000,5,13000,1881580.0,high level
2470200020,20140514T000000,4,19542,1880000.0,high level
6447300225,20141106T000000,3,17919,1880000.0,high level
8923600020,20140806T000000,5,6220,1880000.0,high level
3391500050,20140703T000000,4,10929,1875000.0,high level
6321000045,20141222T000000,5,7920,1875000.0,high level
3885803044,20140902T000000,4,7440,1875000.0,high level
1025039086,20140916T000000,3,29111,1875000.0,high level
3625700010,20140506T000000,5,15175,1870000.0,high level
3262300818,20150227T000000,4,8797,1865000.0,high level
7787400105,20150306T000000,4,43560,1865000.0,high level
4218400100,20140911T000000,6,6952,1865000.0,high level
1524079188,20140729T000000,4,320917,1862000.0,high level
9471200065,20141015T000000,5,9600,1855000.0,high level
4134300175,20150417T000000,4,14866,1851000.0,high level
6744701310,20150415T000000,4,11972,1850000.0,high level
5026900235,20140911T000000,4,1880,1850000.0,high level
3592500800,20141018T000000,5,6060,1850000.0,high level
9201300050,20140814T000000,5,8442,1850000.0,high level
809001520,20141105T000000,4,6000,1850000.0,high level
1266200140,20150506T000000,4,10335,1850000.0,high level
4457300005,20150325T000000,4,11007,1839900.0,high level
6752500090,20150127T000000,4,39190,1835000.0,high level
2124069115,20141021T000000,4,215186,1830000.0,high level
5493110080,20140815T000000,3,39317,1825000.0,high level
1051000040,20150424T000000,3,20053,1824100.0,high level
1524069044,20141009T000000,4,88714,1822500.0,high level
4054530260,20140627T000000,4,53330,1820000.0,high level
4094800120,20140619T000000,5,13000,1815000.0,high level
1725059136,20141121T000000,4,12873,1815000.0,high level
5035300325,20150414T000000,3,15626,1810000.0,high level
8081500050,20150302T000000,5,20441,1810000.0,high level
1118000465,20150312T000000,3,8295,1810000.0,high level
9286730020,20150331T000000,5,20005,1802750.0,high level
1337300145,20140721T000000,4,8325,1800000.0,high level
5425700205,20140520T000000,4,16953,1800000.0,high level
4030100005,20141209T000000,5,39094,1800000.0,high level
4385700250,20150407T000000,4,4000,1800000.0,high level
323079101,20150123T000000,4,205603,1800000.0,high level
3528000040,20150326T000000,3,224442,1800000.0,high level
3343302110,20150306T000000,3,13295,1800000.0,high level
524059063,20140506T000000,5,10279,1800000.0,high level
5078400160,20140605T000000,5,15580,1800000.0,high level
1329000090,20141219T000000,4,39098,1799000.0,high level
9359100500,20140527T000000,4,13000,1795000.0,high level
9320100090,20140610T000000,5,17232,1795000.0,high level
5461300150,20141211T000000,5,20274,1795000.0,high level
3893100462,20150225T000000,5,8504,1789950.0,high level
4139420640,20141030T000000,4,14300,1785000.0,high level
7237501190,20141010T000000,4,13402,1780000.0,high level
644000040,20150429T000000,4,10912,1780000.0,high level
1370803180,20140808T000000,3,7800,1776000.0,high level
251500330,20141014T000000,3,19225,1775000.0,high level
5457300095,20150107T000000,4,7071,1775000.0,high level
8964800050,20150304T000000,3,14603,1770000.0,high level
2954400310,20140915T000000,4,38900,1769000.0,high level
644000115,20140923T000000,4,10249,1765000.0,high level
2525049266,20140821T000000,3,16000,1762000.0,high level
4139420370,20140811T000000,4,21630,1760000.0,high level
1337800805,20140703T000000,3,4800,1755000.0,high level
3304700130,20150128T000000,4,67953,1755000.0,high level
8085400586,20141101T000000,4,8975,1750000.0,high level
715010130,20150202T000000,6,13928,1750000.0,high level
7533800295,20140819T000000,4,7749,1750000.0,high level
1336800240,20140508T000000,6,5760,1750000.0,high level
250000010,20140924T000000,4,8400,1750000.0,high level
250000090,20140714T000000,4,7660,1750000.0,high level
715010140,20141002T000000,5,12739,1750000.0,high level
3025059072,20140725T000000,4,22710,1749000.0,high level
3885808005,20150305T000000,5,5500,1740000.0,high level
4219401080,20140520T000000,4,4545,1740000.0,high level
1118000935,20140705T000000,4,6513,1738000.0,high level
3585901025,20140613T000000,3,32093,1735000.0,high level
4219400520,20140616T000000,4,5000,1735000.0,high level
1561600056,20141017T000000,4,9654,1735000.0,high level
1024049024,20141203T000000,5,7700,1735000.0,high level
46100350,20140630T000000,5,26540,1730000.0,high level
4094800260,20141126T000000,4,20668,1730000.0,high level
6448000100,20140617T000000,4,20570,1728000.0,high level
4141800285,20140714T000000,4,8000,1727000.0,high level
1088100450,20140725T000000,5,35046,1720000.0,high level
1118001805,20140724T000000,4,7623,1715000.0,high level
1118001835,20141223T000000,4,7207,1715000.0,high level
3738000070,20150309T000000,5,6572,1712750.0,high level
3220200040,20140616T000000,3,5432,1712500.0,high level
4100500070,20140527T000000,5,14685,1710000.0,high level
5154200015,20150414T000000,3,27702,1705000.0,high level
2154500060,20141203T000000,5,17100,1705000.0,high level
8106100085,20140509T000000,5,23716,1702500.0,high level
2175100055,20141230T000000,5,14649,1700000.0,high level
1925069066,20140623T000000,3,18731,1700000.0,high level
8073000550,20150415T000000,4,17186,1700000.0,high level
524059330,20150130T000000,4,8963,1700000.0,high level
8146200070,20150310T000000,5,9360,1700000.0,high level
1224059053,20141027T000000,5,15250,1700000.0,high level
4141010110,20140808T000000,4,15335,1700000.0,high level
5493100366,20140625T000000,5,22885,1700000.0,high level
1623069046,20150312T000000,4,336283,1700000.0,high level
2311400145,20141029T000000,4,8234,1699990.0,high level
2655500241,20140814T000000,3,35153,1699000.0,high level
7856410411,20140922T000000,4,15246,1698890.0,high level
3472800065,20140826T000000,4,9687,1698000.0,high level
6600000050,20150310T000000,4,6240,1698000.0,high level
9829200250,20150105T000000,3,6600,1697000.0,high level
5078400215,20140730T000000,5,7067,1695000.0,high level
5457800930,20140613T000000,2,3000,1695000.0,high level
6738700335,20140701T000000,4,10900,1695000.0,high level
1370800700,20150209T000000,3,5350,1695000.0,high level
9178601660,20150514T000000,5,5354,1695000.0,high level
9808100185,20141003T000000,4,13515,1691000.0,high level
4219401236,20140520T000000,3,8965,1690000.0,high level
3528000040,20141001T000000,3,224442,1690000.0,high level
4219400580,20140612T000000,4,7500,1688000.0,high level
4139480350,20150113T000000,4,12941,1688000.0,high level
5093300280,20140709T000000,5,18707,1681000.0,high level
6648150040,20140513T000000,5,23723,1680000.0,high level
4139500410,20150126T000000,6,16747,1680000.0,high level
853600150,20140524T000000,4,68257,1680000.0,high level
3459900230,20141125T000000,4,29536,1680000.0,high level
3616600003,20150302T000000,3,16972,1680000.0,high level
4030100290,20141001T000000,5,7197,1680000.0,high level
1329000030,20140904T000000,4,34982,1680000.0,high level
5021900140,20141120T000000,5,11466,1679000.0,high level
9315600050,20150317T000000,5,19080,1675000.0,high level
1455100355,20140708T000000,3,8343,1675000.0,high level
629800660,20140909T000000,4,25412,1675000.0,high level
1959701745,20141107T000000,6,6600,1675000.0,high level
2125059013,20150420T000000,5,40816,1670000.0,high level
5350201180,20140720T000000,4,8395,1665000.0,high level
5154700060,20141015T000000,4,19200,1662000.0,high level
9544200277,20141015T000000,4,11189,1660000.0,high level
4218400671,20150505T000000,4,5500,1655000.0,high level
1370801520,20140527T000000,4,4815,1655000.0,high level
3262300322,20150408T000000,4,13530,1651000.0,high level
1068000255,20140827T000000,4,9567,1650000.0,high level
1652500060,20140711T000000,8,20666,1650000.0,high level
7856400240,20150211T000000,4,9750,1650000.0,high level
3343301920,20150302T000000,3,8890,1650000.0,high level
9413900035,20150109T000000,4,7500,1650000.0,high level
8964800860,20150209T000000,4,11904,1650000.0,high level
8964800975,20140731T000000,4,14904,1650000.0,high level
1651800030,20140829T000000,4,20400,1650000.0,high level
777100005,20141122T000000,3,6203,1650000.0,high level
3024059057,20150501T000000,4,16065,1650000.0,high level
3885803245,20150305T000000,5,8400,1650000.0,high level
2724079090,20150105T000000,4,881654,1650000.0,high level
1824079052,20150401T000000,4,210394,1650000.0,high level
4104500181,20140812T000000,4,12500,1648000.0,high level
8084900195,20141121T000000,6,16200,1646000.0,high level
4054550010,20150413T000000,5,118047,1640000.0,high level
3528900401,20140701T000000,3,5445,1640000.0,high level
6117502230,20141201T000000,3,21164,1637500.0,high level
7533800170,20140707T000000,3,6765,1636000.0,high level
7787400030,20140609T000000,5,26784,1635000.0,high level
9809000010,20150106T000000,5,16583,1629000.0,high level
9279700150,20150212T000000,4,8112,1625000.0,high level
5318101565,20140703T000000,4,3600,1625000.0,high level
6613000585,20150108T000000,3,9362,1620500.0,high level
7856400240,20140627T000000,4,9750,1620000.0,high level
2450500060,20140826T000000,4,8114,1620000.0,high level
3025300250,20150513T000000,4,17709,1620000.0,high level
2288900140,20141218T000000,3,4000,1620000.0,high level
4139470010,20141006T000000,4,12281,1615000.0,high level
9412400220,20140710T000000,4,18200,1612500.0,high level
824059331,20141108T000000,5,13260,1610000.0,high level
853600310,20140828T000000,5,142725,1610000.0,high level
5093300325,20140523T000000,4,11600,1610000.0,high level
3861470120,20141126T000000,4,25807,1610000.0,high level
2655500235,20150410T000000,4,19088,1605000.0,high level
4139910160,20150401T000000,5,32840,1600000.0,high level
9253900417,20150128T000000,3,19593,1600000.0,high level
3616600250,20140527T000000,3,19000,1600000.0,high level
524059148,20140606T000000,4,9583,1600000.0,high level
7403200050,20141113T000000,3,23065,1600000.0,high level
1118002090,20140628T000000,3,7200,1600000.0,high level
9362000080,20150316T000000,5,20925,1600000.0,high level
3225079035,20140618T000000,6,230652,1600000.0,high level
5318100965,20150217T000000,4,3600,1600000.0,high level
6613000750,20141001T000000,4,5000,1600000.0,high level
4389200796,20140522T000000,3,12824,1600000.0,high level
7215900020,20141209T000000,4,9486,1600000.0,high level
1130000005,20140715T000000,3,5000,1600000.0,high level
191100435,20140926T000000,5,10125,1600000.0,high level
3536900030,20150209T000000,3,21052,1600000.0,high level
8722100570,20150403T000000,4,5735,1600000.0,high level
5026900160,20150424T000000,5,5374,1600000.0,high level
1125079111,20150415T000000,4,871200,1600000.0,high level
2624059036,20141003T000000,5,43123,1599950.0,high level
9272200090,20150204T000000,4,6000,1598890.0,high level
1489300005,20140801T000000,5,7500,1598000.0,high level
6600000217,20150403T000000,4,7757,1595000.0,high level
8655000070,20140601T000000,5,8239,1595000.0,high level
3761100180,20140917T000000,4,13341,1595000.0,high level
8964800755,20150116T000000,4,11131,1590000.0,high level
7430200060,20150424T000000,4,11063,1583000.0,high level
8085400055,20150428T000000,4,16304,1582500.0,high level
9471201175,20140506T000000,4,10920,1580000.0,high level
3885806105,20140521T000000,3,7200,1580000.0,high level
2303900045,20140623T000000,4,74487,1580000.0,high level
2524049148,20150317T000000,4,20031,1580000.0,high level
5093301285,20150327T000000,4,10500,1580000.0,high level
251610020,20150508T000000,4,19991,1580000.0,high level
2225059214,20140808T000000,4,51836,1578000.0,high level
191100405,20150421T000000,4,10125,1575000.0,high level
3066120030,20150127T000000,4,9916,1575000.0,high level
5452301810,20140905T000000,5,9240,1575000.0,high level
6117502220,20141117T000000,3,22672,1575000.0,high level
5021900635,20141028T000000,3,14250,1575000.0,high level
6448000090,20140512T000000,5,20150,1575000.0,high level
8678500020,20141213T000000,4,131116,1575000.0,high level
3342104046,20140708T000000,4,18226,1570000.0,high level
7237500390,20141110T000000,5,14731,1570000.0,high level
5318100645,20140527T000000,4,5850,1570000.0,high level
3271800295,20150203T000000,5,5800,1569500.0,high level
1118001370,20150102T000000,3,8828,1568000.0,high level
4389200876,20140701T000000,4,12750,1565000.0,high level
4389200753,20140819T000000,4,8570,1565000.0,high level
1330300451,20141217T000000,3,8500,1565000.0,high level
226059096,20141118T000000,5,67319,1565000.0,high level
624069050,20150407T000000,4,323215,1565000.0,high level
2524049215,20150501T000000,4,17000,1564350.0,high level
2311400195,20150303T000000,5,8100,1563100.0,high level
8084900170,20141023T000000,5,16200,1562000.0,high level
1925059200,20150407T000000,4,17853,1557600.0,high level
3262300235,20141126T000000,5,16238,1555000.0,high level
9468200109,20140617T000000,3,6240,1555000.0,high level
2652501565,20150423T000000,3,4920,1550000.0,high level
6448600060,20150226T000000,5,20805,1550000.0,high level
8678500060,20140710T000000,5,171626,1550000.0,high level
3892500150,20140521T000000,3,26027,1550000.0,high level
2525049246,20141017T000000,2,15593,1550000.0,high level
3754501240,20150206T000000,3,4600,1550000.0,high level
5451300117,20150422T000000,4,17677,1550000.0,high level
6613000375,20150317T000000,4,5000,1550000.0,high level
2574900080,20140513T000000,5,17458,1550000.0,high level
6096500105,20150430T000000,4,3000,1545000.0,high level
3395000070,20140927T000000,4,15139,1544500.0,high level
3179100180,20150507T000000,5,6960,1540000.0,high level
3896100130,20140617T000000,3,7599,1538000.0,high level
249000205,20141015T000000,5,8088,1537000.0,high level
4289900005,20141230T000000,4,4100,1535000.0,high level
8924600020,20141114T000000,4,10050,1535000.0,high level
3758900075,20140507T000000,5,8076,1532500.0,high level
2524049257,20140918T000000,4,16940,1530000.0,high level
7015200335,20140619T000000,4,5131,1525000.0,high level
3585900500,20150402T000000,4,21000,1525000.0,high level
4139910250,20150210T000000,4,35070,1525000.0,high level
1125069153,20140822T000000,4,111078,1525000.0,high level
5608000190,20140714T000000,5,13288,1520000.0,high level
2617900035,20141201T000000,6,11690,1520000.0,high level
2397100705,20140714T000000,4,5328,1518630.0,high level
9201300020,20140811T000000,3,9409,1517000.0,high level
5608000630,20141103T000000,4,11795,1515000.0,high level
2597450620,20141009T000000,3,12105,1511250.0,high level
1832100055,20140630T000000,5,11250,1510000.0,high level
1336800015,20140521T000000,4,5800,1506000.0,high level
46100204,20150221T000000,5,33474,1505000.0,high level
7856400300,20150322T000000,2,9400,1505000.0,high level
5701500030,20140601T000000,4,7232,1505000.0,high level
9402800005,20141028T000000,3,3610,1500000.0,high level
7923250090,20150310T000000,3,9015,1500000.0,high level
2344300170,20140815T000000,5,12240,1500000.0,high level
8964800390,20140508T000000,3,12757,1500000.0,high level
6669200200,20150319T000000,5,11500,1500000.0,high level
1338800365,20140507T000000,6,6480,1500000.0,high level
3232200085,20150428T000000,6,3959,1500000.0,high level
7237500360,20141106T000000,4,12968,1500000.0,high level
9808700025,20150211T000000,3,21374,1500000.0,high level
3885804390,20150421T000000,4,5222,1500000.0,high level
622069006,20140820T000000,4,217374,1500000.0,high level
629800540,20140909T000000,4,26319,1500000.0,high level
2397101185,20150303T000000,5,5400,1500000.0,high level
327000050,20141212T000000,4,7199,1500000.0,high level
5700004040,20140905T000000,3,8505,1500000.0,high level
9320200050,20141216T000000,4,25697,1500000.0,high level
4139490190,20140711T000000,4,12426,1500000.0,high level
4141800215,20141126T000000,4,4000,1495000.0,high level
629000615,20141022T000000,4,10375,1495000.0,high level
6448000020,20150129T000000,4,18480,1490000.0,high level
9522300010,20150331T000000,3,14608,1490000.0,high level
31000165,20140911T000000,5,7821,1490000.0,high level
8835770170,20140822T000000,5,279968,1488000.0,high level
